"Kod";"Nazwa";"ogółem;obiekty ogółem lipiec;2013;[ob.]";"ogółem;obiekty ogółem lipiec;2014;[ob.]";"ogółem;obiekty ogółem lipiec;2015;[ob.]";"ogółem;obiekty ogółem lipiec;2016;[ob.]";"ogółem;obiekty ogółem lipiec;2017;[ob.]";"ogółem;obiekty ogółem lipiec;2018;[ob.]";"ogółem;obiekty ogółem lipiec;2019;[ob.]";"ogółem;obiekty ogółem lipiec;2020;[ob.]";"ogółem;obiekty ogółem lipiec;2021;[ob.]";"ogółem;obiekty ogółem lipiec;2022;[ob.]";"ogółem;obiekty ogółem lipiec;2023;[ob.]";"ogółem;obiekty ogółem lipiec;2024;[ob.]";"ogółem;miejsca noclegowe ogółem lipiec;2013;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2014;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2015;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2016;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2017;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2018;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2019;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2020;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2021;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2022;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2023;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2024;[msc.]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2013;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2014;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2015;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2016;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2017;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2018;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2019;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2020;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2021;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2022;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2023;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2024;[osoba]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2013;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2014;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2015;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2016;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2017;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2018;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2019;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2020;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2021;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2022;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2023;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2024;[-]";
1428000;"Powiat sochaczewski";4;4;4;4;4;4;4;4;4;4;4;4;266;271;278;377;375;382;358;376;400;430;434;421;11433;12124;11744;27895;29488;30789;30393;13184;17892;32046;32129;35648;18545;21674;19759;45153;48200;47045;49235;23002;30804;53360;55791;59863;
1429000;"Powiat sokołowski";6;6;6;6;6;6;7;6;7;7;6;6;90;87;88;126;133;124;176;128;176;176;150;154;1737;1575;1935;1467;1632;1523;3185;2556;3250;3359;2346;2636;2579;2885;3636;2392;6403;3491;5902;4060;5417;6015;4480;5048;
1430000;"Powiat szydłowiecki";7;7;7;8;7;7;7;4;5;4;5;6;271;282;284;424;510;421;419;191;236;313;442;492;14135;14591;14631;30235;32026;32076;27243;8283;12888;29620;33134;34871;27200;28737;31282;52744;57615;55983;47202;18826;28356;52424;58162;60967;
1432000;"Powiat warszawski zachodni";17;16;18;19;19;24;27;26;25;21;22;21;928;988;1053;1337;1316;1651;1759;2061;1917;1433;1509;1686;52401;58284;64972;100627;97946;102760;120812;55166;63664;99808;99198;108523;85070;90746;104945;168586;170389;182311;218463;134136;140603;216955;175663;188063;
1433000;"Powiat węgrowski";6;5;5;5;4;5;5;5;5;5;5;6;488;514;518;508;322;610;774;686;714;1115;1095;1229;8723;6512;8558;17799;24292;65275;79226;25581;30567;48167;50852;70858;14977;12178;29231;45257;45147;85374;113999;52493;63203;99119;105495;139407;
1434000;"Powiat wołomiński";14;14;16;16;18;21;20;19;18;18;16;16;533;540;651;804;902;1100;1091;1054;1024;1135;1115;1375;30525;39418;49244;52855;62267;69931;70880;41639;48256;79022;80965;95042;50079;59238;78419;88516;98225;108959;114757;73632;78611;136159;138733;151855;
1435000;"Powiat wyszkowski";5;5;5;7;7;8;8;8;9;8;9;11;555;573;490;601;573;647;647;531;881;843;944;970;24303;25204;27545;26094;27273;26438;26004;13829;20086;35776;37409;32403;40592;40401;43066;42437;48662;48186;41586;30609;46548;73599;78724;62793;
1436000;"Powiat zwoleński";2;3;2;3;2;2;2;2;3;2;2;2;40;71;47;74;47;47;47;47;71;47;47;41;593;3319;0;0;0;0;0;0;0;0;0;0;775;5341;0;0;0;0;0;0;0;0;0;0;
1437000;"Powiat żuromiński";3;3;2;2;2;2;2;2;2;2;2;3;44;45;32;31;29;29;25;27;25;25;25;43;863;554;0;0;0;0;0;0;0;0;0;0;1434;1242;0;0;0;0;0;0;0;0;0;0;
1438000;"Powiat żyrardowski";10;9;9;9;9;11;11;11;11;10;12;18;901;737;727;773;810;867;901;955;960;960;1090;1653;48012;44387;45370;50675;57743;58781;63240;36527;50376;71813;76025;103319;76160;68351;70144;83391;95473;100827;116427;81213;98167;125452;127862;171035;
1461000;"Powiat m. Ostrołęka";4;3;3;3;3;3;2;3;3;4;4;4;299;142;248;250;157;164;105;247;247;262;261;263;6643;6761;6671;7962;7419;5734;0;2891;2359;4039;5344;6561;14528;11758;11014;16165;26683;9538;0;5550;4474;6898;9586;11317;
1462000;"Powiat m. Płock";14;17;18;16;17;17;17;16;17;16;14;12;736;840;883;829;818;850;851;806;855;799;890;675;34995;41148;42481;46137;45944;51510;51790;33361;42590;51518;57230;42945;61344;80382;83290;88343;88786;94733;88507;62639;81060;93720;107025;82629;
1463000;"Powiat m. Radom";14;14;14;13;15;15;15;12;13;14;13;13;995;995;997;978;1025;1120;1011;593;766;1100;1116;1254;50389;47887;49705;55071;62613;70331;66181;28939;39102;75118;76909;85260;96319;84059;102251;130089;134636;145199;131525;64273;76044;171850;158151;160220;
1464000;"Powiat m. Siedlce";7;6;6;8;10;11;10;10;9;10;9;10;782;703;707;879;1484;1516;1493;1495;994;1083;1063;1083;16827;20567;22218;44207;54320;58547;62121;34309;48518;76661;79144;77975;31175;33481;36481;76746;110991;122958;143983;101059;108783;137200;125377;116389;
1465000;"Powiat m. st. Warszawa";124;124;124;148;168;186;192;161;173;170;172;190;25199;26394;26651;28762;31021;33402;34849;31769;37583;36640;39584;42137;2711818;2858213;3011183;3315531;3559339;3647746;3807509;1322926;2029847;4268388;4598718;5059796;4633925;4849126;5161193;5655372;6160207;6383608;6548363;2336943;3479622;7279623;7461291;8021740;
1601000;"Powiat brzeski";4;5;8;11;10;12;12;9;8;6;5;8;166;147;485;670;612;818;808;638;526;370;328;452;6424;6809;12076;23294;20904;24946;26631;10693;6263;10147;11648;15313;13549;18965;36887;43025;45737;49722;50296;27749;16017;25244;25908;36053;
1602000;"Powiat głubczycki";4;5;5;5;5;5;5;4;5;5;5;8;345;256;245;258;248;257;259;214;261;258;255;334;8623;8274;6946;6416;6633;6555;7031;3686;3186;4497;3063;6349;17921;18648;13310;12523;13620;14526;15500;8347;7186;11402;5619;13310;
1603000;"Powiat kędzierzyńsko-kozielski";6;10;10;9;9;9;9;9;8;10;10;11;314;374;452;429;420;442;438;423;357;501;602;652;9419;16329;17408;18798;18726;18742;21057;9679;13486;26770;24713;25878;18205;29273;32659;35187;44316;41704;45127;23260;27651;53991;51189;60170;
1604000;"Powiat kluczborski";6;7;10;14;13;11;11;7;8;8;7;8;228;285;403;595;589;508;450;304;324;374;362;382;3808;6956;9865;24272;27503;25647;21182;10099;11771;15154;12952;14288;8861;14706;20036;44216;51358;50296;40212;19139;21685;25741;19502;24449;
1605000;"Powiat krapkowicki";6;6;9;9;8;7;6;5;5;5;3;4;358;353;479;481;385;325;344;283;244;282;176;268;15856;18904;23024;26630;27000;28247;27225;15081;17604;25102;20977;18326;29713;31434;39092;44908;46266;48728;52276;27525;29347;45498;40067;33305;
1606000;"Powiat namysłowski";7;8;7;8;7;7;7;8;5;6;6;6;200;213;179;235;187;193;207;323;263;274;252;252;5806;9545;7986;9608;9729;9163;11360;10499;12919;19162;20286;17216;11033;17001;13505;17657;20362;17358;20221;21080;27118;42246;39543;35509;
1607000;"Powiat nyski";39;38;44;45;44;45;40;33;26;23;23;27;3615;3563;3809;3759;3872;4741;3472;2437;1948;1708;1568;2439;85076;83265;91623;103288;111517;108043;118363;51125;53083;63413;70229;75179;245590;234599;270113;284950;308166;281464;307518;134412;140760;170265;184882;201246;
1608000;"Powiat oleski";10;12;13;13;13;12;12;12;10;11;10;10;259;371;424;421;432;341;320;336;298;355;331;326;8488;11667;13901;14023;15388;14643;14942;7271;12237;15711;15302;13902;17272;21613;26727;26986;28327;25527;25256;13322;20416;26783;24942;23992;
1609000;"Powiat opolski";23;20;25;29;24;25;26;20;16;21;15;14;924;762;1062;1441;1167;1202;1396;1048;740;1023;697;653;32627;30923;33993;45991;41484;40873;43704;23150;25077;34748;29904;32348;59103;48382;66466;105575;82589;77008;82688;44415;47957;74770;55749;56948;
1610000;"Powiat prudnicki";7;7;9;8;8;9;9;8;7;4;6;5;240;249;301;273;271;388;372;333;280;192;298;258;11192;10475;13509;13262;15185;17231;18046;7797;7857;10826;15669;16012;18650;18858;24910;24629;28474;31650;32828;16631;16033;23151;28610;32052;
1611000;"Powiat strzelecki";7;7;8;6;6;7;6;5;5;4;3;7;420;421;430;373;417;440;429;421;478;350;335;532;22390;22107;22343;23208;20917;18257;22927;13045;15987;24487;24339;25403;54845;55704;52298;55121;50561;54795;55606;28942;40288;50222;54896;58563;
1661000;"Powiat m. Opole";17;17;20;20;21;24;22;18;18;17;16;23;869;919;1132;1239;1367;1483;1274;939;1468;1162;1237;1348;57208;64817;76382;100129;106963;106891;114543;51178;59503;86764;95915;105404;100699;113100;134091;180883;200911;196301;210706;102501;117773;168653;176747;196601;
1801000;"Powiat bieszczadzki";53;56;54;63;66;72;72;71;72;73;71;74;2080;2834;2716;3214;3381;3644;3764;3347;3310;3251;3317;3291;37555;79516;92162;105255;117745;127292;128374;82901;91161;88528;100325;126094;108114;212756;240576;294535;328016;352013;355856;249817;239797;234486;262369;310266;
1802000;"Powiat brzozowski";6;6;5;6;6;6;6;5;5;4;5;5;264;269;283;271;271;271;271;255;250;160;253;261;4788;5991;7585;6985;8251;7128;5587;4034;4239;4111;4429;4747;11464;13928;20869;14286;17587;14442;8564;6599;7321;6076;6741;12130;
1803000;"Powiat dębicki";15;19;19;19;19;19;16;17;17;19;18;19;777;997;996;1072;1059;1083;888;952;1053;1053;979;917;18649;30958;30028;30473;34666;41643;42784;23267;26151;43157;37136;37242;46907;69501;64794;65482;83561;96360;100171;55687;60740;88282;71571;72036;
1804000;"Powiat jarosławski";18;19;17;20;20;22;24;23;25;27;27;27;637;654;621;938;864;1077;1170;1133;1298;1327;1326;1407;18167;18516;27811;38946;42252;58517;64775;38650;52199;82061;80138;86785;39416;38630;51219;91486;91323;117617;135402;84549;110270;161370;148568;156339;
1805000;"Powiat jasielski";12;14;14;14;14;16;17;16;16;17;17;18;711;780;770;387;446;516;542;529;479;494;496;509;7832;10102;12222;11833;13776;13033;11795;6762;6388;8539;7874;8056;36552;37656;36807;19535;24178;23614;20950;13108;13320;13375;12640;13625;
1806000;"Powiat kolbuszowski";3;2;3;5;4;4;4;3;3;3;2;2;90;83;93;197;187;202;173;123;123;118;95;95;1214;954;1258;3104;3319;4814;3798;2216;1812;2199;0;0;2334;1466;2030;4774;16507;17300;15677;7889;8028;10458;0;0;
1807000;"Powiat krośnieński";57;61;59;65;62;65;60;56;58;55;56;56;3055;3208;3142;3245;3072;3296;3159;2834;3071;3147;3382;3393;57477;61657;62775;59432;62617;68309;72461;38508;42749;56175;60372;55742;500987;495000;531240;516164;554438;579945;573482;266515;340484;480304;552812;521052;
1808000;"Powiat leżajski";10;9;8;11;11;10;11;8;7;7;8;7;306;298;246;388;379;349;380;374;260;305;373;369;9582;7787;8648;13025;13115;14183;11918;5123;5389;8793;7438;9416;13783;12970;14098;21206;21790;22550;21311;12952;14329;14642;12705;16522;
1809000;"Powiat lubaczowski";19;22;23;22;16;16;17;15;16;16;26;26;909;1055;1333;1266;1065;1120;1111;988;1185;1138;1452;1459;12100;17660;21602;24096;20101;23939;24312;13661;14628;23298;32346;33009;78998;140990;184766;212797;201153;217605;213200;101063;133333;192899;236842;228797;
1810000;"Powiat łańcucki";14;14;16;18;16;16;16;13;11;13;15;13;327;447;848;910;881;871;875;636;649;664;758;788;18220;22300;22861;30144;29713;29441;25572;10718;8253;14760;21226;20509;32610;33193;39431;53566;59614;56450;53423;26478;18487;36225;61918;54804;
1811000;"Powiat mielecki";12;11;11;11;11;12;12;10;11;11;12;14;547;508;551;572;619;652;659;511;532;582;658;731;23642;23956;24193;31199;35519;32712;33436;15411;19441;30336;33061;31874;45036;43569;44706;57814;71537;65570;63702;34996;37498;75853;63858;60139;
1812000;"Powiat niżański";6;5;5;5;5;5;5;4;3;3;4;3;272;238;254;301;366;346;376;275;220;220;242;220;16252;15644;14673;16356;14124;13318;12117;7841;6500;8209;7793;6984;19380;21299;18084;24285;25685;24944;22230;15352;14793;17074;15872;14404;
1813000;"Powiat przemyski";11;10;12;14;12;12;13;12;10;12;11;13;545;527;628;709;704;706;712;682;589;675;652;696;15293;14062;17671;28489;33980;37037;36961;16699;15457;27521;23411;22747;33354;25699;30478;44584;53862;59812;59042;35624;31422;61605;42264;44054;
1814000;"Powiat przeworski";9;11;10;10;7;7;6;6;7;7;6;6;515;632;637;608;448;448;303;312;341;315;284;284;10656;12401;15276;15633;11483;11339;6429;3844;4394;7866;4957;4204;20894;23941;36643;33568;27654;23086;21248;12334;10253;16445;15693;13061;
1815000;"Powiat ropczycko-sędziszowski";13;11;11;12;13;11;10;10;11;9;10;9;762;681;621;686;722;561;489;476;525;527;538;529;21978;19548;19056;22426;26364;24285;22602;12520;14243;25835;25019;21462;46728;43358;39548;45490;52988;40520;40575;29029;38378;63482;63582;52036;
1816000;"Powiat rzeszowski";22;22;25;27;28;28;28;29;22;22;21;24;1372;1327;1471;1520;1572;1638;1633;1794;1412;1217;1343;1453;68536;55948;64295;75251;82032;81942;87274;52907;58370;83445;76669;89530;108570;91656;106426;136619;146439;154698;163307;98605;108196;210651;259025;198334;
1817000;"Powiat sanocki";18;21;20;29;29;38;36;33;31;29;30;38;758;950;907;1446;1387;1533;1456;1285;1176;1105;1097;1294;26263;27676;23831;49645;63869;44403;43108;26074;25427;28687;26647;29826;48389;50781;46133;97303;118905;98481;102990;61320;67157;71474;69027;78580;
1818000;"Powiat stalowowolski";8;8;8;9;8;8;9;10;10;10;10;10;564;571;591;682;716;682;678;755;705;703;708;773;20444;20034;19428;20508;24165;24968;28622;15844;18357;23248;25462;27679;58122;69010;72500;62557;74711;75609;92057;59356;74626;87390;105669;113940;
1819000;"Powiat strzyżowski";5;5;7;8;7;8;8;8;9;9;8;8;252;231;322;355;332;374;381;297;510;523;500;484;4572;4016;5627;5964;6486;7201;4660;3143;6148;10484;0;0;17471;8393;13392;13920;14777;17598;12715;7951;12856;27381;0;0;
1820000;"Powiat tarnobrzeski";7;10;10;10;11;12;12;12;11;10;10;10;282;385;394;382;405;453;440;416;410;394;397;398;15749;14546;16300;16432;18430;22503;24218;16550;17147;21467;21781;20136;26388;26106;29321;27765;35650;43945;46091;29048;32009;45922;50241;42643;
1821000;"Powiat leski";109;108;115;129;134;168;183;169;163;168;173;187;6615;6954;6807;7281;8266;9282;9352;8748;9341;9056;9358;10042;132054;137438;151463;177989;191212;203002;203527;135123;153185;173596;183920;221181;628155;617868;703716;767630;804655;881704;872633;607690;697929;784611;864112;912241;
1861000;"Powiat m. Krosno";9;10;11;11;12;12;12;12;12;12;11;11;351;355;409;409;475;481;569;664;664;549;471;529;19580;21492;22730;25073;30298;32278;38578;20593;22679;33564;30031;31603;40244;40003;41088;44221;50368;55477;66615;33623;39091;62971;48356;45798;
1862000;"Powiat m. Przemyśl";16;15;15;14;15;15;16;15;16;15;14;15;920;888;879;850;855;788;802;816;822;728;900;924;43888;48506;44755;49562;54479;53476;50028;25126;26987;61826;63990;55560;61905;79607;66799;80995;86589;79895;86623;59262;46348;113785;95583;86776;
1863000;"Powiat m. Rzeszów";36;34;39;40;42;46;46;42;45;44;42;37;2321;2462;2914;2791;4136;3944;5128;3286;3901;4341;3236;3364;165399;190200;220718;240223;271977;272699;304294;125825;152989;327064;292652;239226;253059;278691;322236;348027;396216;395240;435406;190254;240792;516923;493759;446908;
1864000;"Powiat m. Tarnobrzeg";10;10;10;10;14;14;13;10;10;10;10;11;272;264;278;266;360;426;394;235;329;336;364;388;12237;12562;10719;12562;16065;13983;9809;6992;9645;14661;15328;18449;18217;17481;15713;18975;26745;25888;18838;14531;16343;25820;31385;34069;
2001000;"Powiat augustowski";36;33;35;33;36;42;45;43;40;41;34;45;2707;2492;2568;2458;2736;2904;3095;2920;2871;2859;2770;3192;59506;54426;52419;59807;70912;74318;74603;41190;45686;68623;63924;68642;189140;188667;200381;204508;234290;245293;260953;154547;188176;245646;228906;238651;
2002000;"Powiat białostocki";24;25;35;35;33;34;31;30;28;25;26;28;1181;1343;1619;1671;1597;1534;1147;1362;1315;996;1009;942;73869;67972;76227;74525;71902;53350;52525;38593;33794;31512;35200;39432;99859;95566;122180;127699;123977;98796;99195;72674;69407;83867;95554;80507;
2003000;"Powiat bielski";7;6;6;5;5;5;4;4;4;3;4;3;299;244;244;294;271;271;177;179;219;188;150;170;11259;10936;11294;21914;18337;15590;16552;0;11458;0;12504;0;18969;18573;21423;34186;29874;25222;28369;0;27637;0;24852;0;
2004000;"Powiat grajewski";10;9;11;10;11;11;10;10;8;7;5;6;676;561;724;753;647;632;686;595;382;361;261;293;9215;14230;14532;16025;15529;14349;16074;8052;6152;7756;7707;6845;33268;40836;41005;45067;46275;42374;46695;33502;18658;22816;19794;21483;
2005000;"Powiat hajnowski";32;33;37;38;37;38;39;36;33;31;27;39;1256;1303;1383;1450;1438;1443;1471;1345;1253;1273;1138;1504;49867;57103;59878;63452;54944;55521;59058;37416;27675;26814;40827;48652;97601;106431;117496;132705;124814;120202;130422;91907;99720;94386;98181;132268;
2006000;"Powiat kolneński";4;4;3;2;3;3;2;2;2;2;2;2;105;106;90;76;86;99;76;76;132;74;117;117;2733;3074;3827;0;1365;2361;0;0;0;0;0;0;5280;6572;6004;0;2384;5012;0;0;0;0;0;0;
2007000;"Powiat łomżyński";12;15;15;13;11;14;15;14;14;13;9;8;538;595;602;579;517;590;631;557;528;529;412;376;25219;22634;20166;19668;20768;22661;18969;7103;7940;15505;17905;16361;41004;38423;32550;28069;32508;32062;31202;20047;20223;24812;30786;30107;
2008000;"Powiat moniecki";13;10;11;13;10;13;12;10;8;10;10;13;537;438;414;614;355;488;470;433;353;369;391;476;13407;12174;9956;12504;3447;7973;12112;6265;8836;9713;9589;10321;20252;17944;16616;25698;7968;13292;21424;14089;15340;17913;17905;21115;
2009000;"Powiat sejneński";19;18;19;16;18;19;18;16;18;16;14;17;719;793;802;695;999;1016;1065;901;917;1026;776;873;11554;12792;10828;9989;12939;15197;14937;8631;11641;14044;9750;12642;29696;36329;34088;31627;44740;42009;38802;28002;38518;46920;31750;33870;
2010000;"Powiat siemiatycki";12;10;10;11;11;12;13;13;12;11;11;13;327;258;258;310;310;421;457;510;485;525;552;615;10175;9343;9465;11568;24536;20899;25367;18182;18064;27106;28053;31044;18101;16647;18505;17540;33916;33885;41430;35678;38313;68451;67955;70629;
2011000;"Powiat sokólski";11;9;11;11;10;10;11;11;12;11;9;9;259;225;254;246;231;233;287;285;295;256;243;216;11499;10926;8721;10527;9440;10187;12383;6683;6984;7899;7113;9505;19512;18652;17878;18113;18176;20838;27111;17401;16132;16783;14360;20757;
2012000;"Powiat suwalski";28;27;26;24;22;24;25;24;23;23;23;28;981;1021;852;801;758;876;879;895;880;910;949;1058;15821;17420;18493;19169;21929;22209;24768;12196;16671;20641;23673;24501;39118;42951;49609;47711;52216;51062;59771;41673;47583;55892;52770;52187;
2013000;"Powiat wysokomazowiecki";5;6;7;8;8;8;10;9;7;9;8;8;170;200;272;412;342;328;387;377;306;278;287;363;2808;2855;2739;15338;6230;5706;8364;4078;0;9502;10853;9909;7701;6565;6882;24664;16677;13829;14235;7730;0;17575;16231;14626;
2014000;"Powiat zambrowski";3;3;3;2;3;3;3;3;3;4;4;4;44;44;44;25;48;48;48;48;48;100;117;124;365;155;258;0;478;411;0;244;176;2480;0;1601;772;528;2049;0;3349;5069;0;1184;543;7563;0;5922;
2061000;"Powiat m. Białystok";27;27;26;26;25;29;31;29;30;28;27;27;2225;2288;2311;2352;2357;2527;2796;2759;2813;2641;2870;2877;247536;247248;247488;241500;238812;232236;259679;130797;179248;240413;235004;241110;330217;328095;337797;322737;332839;324441;359795;197227;292687;392749;380591;389379;
2062000;"Powiat m. Łomża";3;3;4;4;5;5;5;4;5;4;5;6;202;206;301;302;332;330;370;309;328;311;386;384;18309;17363;16976;20580;20520;19258;21089;9572;12905;15476;19331;29447;22116;21795;19604;23938;27743;32930;35173;23295;39379;50639;46042;54423;
2063000;"Powiat m. Suwałki";8;10;10;12;11;11;12;12;12;12;12;11;670;731;727;996;998;896;993;974;974;952;1022;874;31312;38948;43272;64083;74672;66575;69049;35753;45654;56729;54558;48187;46008;65348;84073;90623;113527;105116;113295;69963;92934;101905;95304;83822;
2201000;"Powiat bytowski";34;29;32;31;30;26;26;27;24;24;24;28;1496;1315;1451;1361;1341;1221;1221;1549;1570;1456;1280;1722;14359;17822;17468;21004;20827;22198;32345;23961;25039;22915;18117;21548;51381;58169;65329;81284;76053;78429;90360;83535;88684;85216;63537;72377;
2202000;"Powiat chojnicki";50;50;49;49;48;48;45;41;37;42;40;39;2912;3019;2990;3072;2987;2979;2925;2548;2104;2779;2463;2463;36455;36875;43283;44992;44760;43316;42325;29656;31824;46431;46531;48098;113880;115229;135435;149079;139644;136993;134780;102089;106568;149566;139438;135245;
2203000;"Powiat człuchowski";20;19;22;22;21;21;21;17;18;19;19;23;2382;2233;2234;2360;2366;2419;2428;2072;2176;2211;2124;1864;18688;19820;24283;34920;38500;45224;40716;30432;36715;44485;41043;47673;57697;68918;77498;102484;114944;121094;117574;90218;103049;147722;112378;123348;
2204000;"Powiat gdański";25;25;26;28;28;28;27;25;25;23;29;30;1666;1856;1736;1718;1809;1744;1729;1629;1702;1487;1810;2087;62000;65244;70537;83883;88853;80529;84726;43157;50738;61820;66088;80106;112027;124276;136114;168172;181546;164434;164517;98545;114146;128802;147926;188003;
2205000;"Powiat kartuski";50;54;58;60;58;60;61;57;49;53;53;57;2440;2730;2976;3234;2980;3073;3085;3078;2766;3039;2922;3260;34000;46523;48906;58024;57059;59821;66279;45470;51405;69277;78142;91139;119731;134854;142819;159754;167963;181157;215848;187501;190298;200585;209769;242281;
2206000;"Powiat kościerski";46;50;50;53;54;51;51;53;50;48;45;49;4356;4739;4704;5121;5051;4919;4975;4790;4861;4925;4453;4860;61478;77841;86489;87833;99648;96755;98817;60135;82509;100066;84839;92078;207998;264960;273993;297683;323459;322318;347352;260657;310011;335877;288638;299125;
2207000;"Powiat kwidzyński";13;12;11;12;10;10;10;9;7;8;9;14;487;474;453;487;442;444;454;424;381;362;399;613;11718;11745;11042;13858;13365;12597;11779;7449;9045;11967;16841;24288;25918;30183;28468;35320;42980;28184;27933;21421;29229;31876;38612;52570;
2208000;"Powiat lęborski";141;150;148;157;156;161;166;154;149;145;137;142;9442;9956;9819;10852;11170;11651;11847;11637;11641;11244;10113;11502;85717;93080;100494;112487;110031;123462;138112;97325;122111;134503;139471;172764;471483;521510;563396;615415;612347;692773;710280;470786;600915;579564;596734;672903;
2209000;"Powiat malborski";15;15;14;14;15;16;14;14;12;12;11;14;1063;1056;1027;1033;1091;1131;1051;1071;953;859;858;915;31717;32254;36424;37464;40903;47254;46855;23966;26554;25735;28235;32063;55986;67699;76070;74939;73947;82691;84577;54655;49773;54296;56462;69604;
2210000;"Powiat nowodworski";157;157;169;180;196;198;193;177;148;165;160;156;10878;11794;12711;13651;14852;15624;15776;14860;12167;12748;12179;12308;91873;105509;125263;141320;162344;188087;182926;135425;129878;167365;145217;168439;507053;532807;687419;755517;857467;1012149;1033397;652139;685973;821201;683329;810826;
2211000;"Powiat pucki";456;462;494;526;523;534;530;498;401;399;393;425;21062;21215;23521;25486;26597;25927;26544;25710;23417;22495;22088;24514;266189;276444;307164;335793;365703;386689;397271;282779;301442;409817;429377;435958;1173639;1263514;1419234;1594469;1676124;1685821;1723111;1260072;1436507;1617071;1600921;1774773;
2212000;"Powiat słupski";139;138;144;152;150;143;147;135;125;122;125;120;11576;11828;12080;12639;12352;12281;13389;13772;12464;12462;13092;12723;140159;138630;156951;166630;158989;197616;252595;170886;204464;258297;266814;272518;900519;903109;961513;1025876;994018;1021736;1194740;792589;983519;1211762;1162365;1201748;
2213000;"Powiat starogardzki";24;22;24;25;25;22;23;20;20;19;19;23;1255;1104;1417;1241;1356;1244;1454;1238;1375;1487;1405;1614;20451;24264;31182;25855;24343;26506;23583;14960;25190;32665;33904;45320;49654;61896;84744;89720;87577;88138;93759;54716;78404;98370;95455;108853;
2214000;"Powiat tczewski";23;22;21;21;19;18;16;17;16;15;16;17;902;920;917;918;854;879;809;678;665;661;673;767;35774;40206;44590;47686;44722;42817;40246;20959;27439;40227;40502;38822;64552;64254;71132;79934;75892;79731;71063;36759;51423;75936;72189;67782;
2215000;"Powiat wejherowski";46;43;44;42;41;40;42;43;39;39;39;39;2239;2360;2337;2288;2303;2250;2331;2498;2483;2292;2272;2290;87422;87335;90488;97458;106431;106165;102209;59858;64926;87718;85776;89169;167088;177923;182484;210179;224147;225202;218820;143652;155440;198540;192964;198764;
2216000;"Powiat sztumski";7;5;5;5;4;5;5;5;5;7;5;10;105;87;92;91;67;81;81;83;83;125;100;198;843;1002;1263;1346;813;838;1054;432;489;947;2113;3073;2802;3065;4778;4323;2725;2615;3507;1674;1924;5713;9931;11261;
2261000;"Powiat m. Gdańsk";115;122;122;139;167;167;186;175;169;165;170;169;12926;13376;13778;15614;17315;17977;19251;18235;19506;19455;20158;21138;628428;719412;807407;884194;1009893;1112209;1201643;639922;790253;1189390;1319424;1506568;1537077;1688650;1909905;2136891;2421458;2616347;2808935;1584052;1984227;2824115;3047020;3362653;
2262000;"Powiat m. Gdynia";30;30;30;31;28;31;39;36;41;37;35;34;2893;2778;2805;2689;2528;2994;3173;3015;3424;3489;3493;3602;113120;116810;131415;154477;159644;147116;149392;85154;131604;211659;236777;250351;269799;269344;296226;306486;315679;330360;341618;212939;300268;407617;420878;451941;
2263000;"Powiat m. Słupsk";12;12;12;12;13;13;12;9;9;8;9;8;818;816;820;818;944;959;816;660;575;481;503;455;30077;35960;33610;39892;43322;32079;28070;17016;18863;16748;19689;25044;52630;56381;53896;70965;127136;114823;97010;54515;41925;55682;53606;39523;
